BarName,Beername,Amount,
Kon Tiki Restaurant Lounge,Widmer Brothers Hefeweizen,111,
Kon Tiki Restaurant Lounge,Bell’s Two Hearted,170,
Kon Tiki Restaurant Lounge,Cascade Brewing Apricot Ale,147,
Kon Tiki Restaurant Lounge,The Bruery Saison Rue,108,
Kon Tiki Restaurant Lounge,Cigar City Hanaphu Imperial Stout,135,
Leyenda,Westbrook Gose,170,
Leyenda,Cigar City Hanaphu Imperial Stout,149,
Leyenda,Westbrook Mexican Cake,218,
Leyenda,21st Amendment Bitter American,129,
Leyenda,Brooklyn Brewery Lager,241,
Leyenda,Avery Uncle Jacob’s Stout,159,
Leyenda,Jolly Pumpkin La Roja,160,
Leyenda,Boulevard Tank 7,164,
Lost Lake,Tröegs Nugget Nectar,218,
Lost Lake,Dogfish Head 90 Minute IPA,188,
Lost Lake,Breckenridge Vanilla Porter,201,
Lost Lake,Perennial Artisan Ales Abraxas Imperial Stout,114,
Lost Lake,Hefeweizen,196,
Lost Lake,Michelob Golden Draft Light,192,
Lost Lake,Half Acre Daisy Cutter,226,
Lost Lake,Bud,145,
Lost Lake,Firestone Walker Velvet Merkin,106,
Lost Lake,New Belgium Fat Tire,190,
Lost Lake,Surly Brewing Darkness,229,
Lost Lake,Wicked Weed Serenity,146,
Lost Lake,Avery Mephistopheles Stout,196,
Lost Lake,Alpine Duet IPA,110,
Mace ,Pipeworks Citra,217,
Mace ,New Glarus Brewing Serendipity,232,
Mace ,Killian's,196,
Mace ,Jester King Boxer’s Revenge,198,
Mace ,Russian River Supplication,110,
Mace ,Ten Fidy,159,
Mace ,Troegs Mad Elf,240,
Mace ,Breckenridge Vanilla Porter,221,
Mace ,Hefeweizen Doppelbock,225,
Mai Tai Bar,Firestone Walker Parabola,195,
Mai Tai Bar,Alpine Duet IPA,171,
Mai Tai Bar,Sauza Diablo,192,
Mai Tai Bar,Great Divide Yeti,123,
Mai Tai Bar,Clown Shoes Undead Party Crasher,207,
Mai Tai Bar,DC Brau On the Wings Of Armageddon,114,
Mai Tai Bar,Stone Enjoy By… IPA,113,
Mai Tai Bar,Upslope Brown Ale,113,
Mai Tai Bar,Dale's Pale Ale,198,
Mai Tai Bar,Troegs Mad Elf,235,
Mai Tai Bar,New Glarus Brewing Serendipity,139,
Mai Tai Bar,Breckenridge Vanilla Porter,115,
Marvel Bar,Avery Mephistopheles Stout,136,
Marvel Bar,Wild Heaven Eschaton,128,
Marvel Bar,Clown Shoes Undead Party Crasher,121,
Marvel Bar,AleSmith Horny Devil,175,
Marvel Bar,Alpine Great,129,
Marvel Bar,Deschutes Black Butte Porter,145,
Marvel Bar,Stolichnaya Citrona,167,
Marvel Bar,Three Floyds Zombie Dust,134,
Marvel Bar,Stone Enjoy By… IPA,134,
McMahon's Public House,New Glarus Brewing Serendipity,243,
McMahon's Public House,Saint Arnold Fancy Lawnmower,128,
McMahon's Public House,Zima,151,
McMahon's Public House,Foothills Brewing Sexual Chocolate,149,
McMahon's Public House,Ten Fidy,248,
McMahon's Public House,Perennial Artisan Ales Abraxas Imperial Stout,131,
McMahon's Public House,Stone Enjoy By… IPA,168,
McMahon's Public House,Russian River Pliny the Elder,231,
McMahon's Public House,Original Premium Lager Dog,177,
McMahon's Public House,Michelob ULTRA,234,
McMahon's Public House,Firestone Walker Velvet Merkin,233,
McMahon's Public House,New Belgium Fat Tire,157,
McMahon's Public House,Firestone Walker Wookey Jack,240,
Milk Room,Michelob Golden Draft Light,150,
Milk Room,Blue Moon,118,
Milk Room,New Belgium Fat Tire,140,
Milk Room,Bell’s Hop Slam,175,
Milk Room,Avery Mephistopheles Stout,156,
Milk Room,Left Hand Milk Stout Nitro,173,
Milk Room,Gigantic IPA,191,
Milk Room,ICEHOUSE,245,
Milk Room,New Holland Dragon’s Milk,184,
Milk Room,Avery Rumpkin,145,
Milk Room,Russian River Pliny the Elder,134,
Milk Room,Alpine Duet IPA,119,
Milk Room,Sauza Diablo,187,
Million Dollar Cowboy Bar,Firestone Walker Union Jack IPA,177,
Million Dollar Cowboy Bar,Firestone Walker Wookey Jack,241,
Million Dollar Cowboy Bar,Ballast Point Sculpin,155,
Million Dollar Cowboy Bar,Rogue Shakespeare Oatmeal Stout,161,
Million Dollar Cowboy Bar,Westbrook Gose,233,
Million Dollar Cowboy Bar,New Belgium Lips of Faith La Folie,182,
Million Dollar Cowboy Bar,Lagunitas Brown Shugga,191,
Million Dollar Cowboy Bar,Michelob Golden Draft,214,
Million Dollar Cowboy Bar,Brooklyn Brewery Lager,161,
Million Dollar Cowboy Bar,Fullsteam Carver,223,
Million Dollar Cowboy Bar,The Alchemist Heady Topper,108,
Million Dollar Cowboy Bar,Toppling Goliath PseudoSue,191,
Million Dollar Cowboy Bar,Gigantic IPA,235,
Million Dollar Cowboy Bar,Jolly Pumpkin La Roja,238,
Molly's Shebeen,Bell’s Hop Slam,201,
Molly's Shebeen,Hefeweizen,204,
Molly's Shebeen,Russian River Pliny the Elder,133,
Molly's Shebeen,Foothills Brewing Sexual Chocolate,151,
Molly's Shebeen,Revolution Anti-Hero IPA,201,
Molly's Shebeen,DC Brau On the Wings Of Armageddon,110,
Molly's Shebeen,Jai Alai IPA,200,
Molly's Shebeen,Zima,154,
Molly's Shebeen,NoDa Hop Drop n Roll,102,
Multnomah Whiskey Library,Three Floyds Dark Lord,234,
Multnomah Whiskey Library,Foothills Brewing Sexual Chocolate,114,
Multnomah Whiskey Library,Michelob Golden Draft Light,199,
Multnomah Whiskey Library,Russian River Blind Pig IPA,236,
Multnomah Whiskey Library,Samuel Adams Utopias,168,
Multnomah Whiskey Library,Michelob Golden Draft,148,
Multnomah Whiskey Library,Half Acre Daisy Cutter,136,
Multnomah Whiskey Library,Breckenridge Vanilla Porter,127,
Multnomah Whiskey Library,NoDa Hop Drop n Roll,177,
Multnomah Whiskey Library,Gigantic IPA,173,
Multnomah Whiskey Library,The Alchemist Focal Banger,115,
Multnomah Whiskey Library,Green Flash Hop Head Red,147,
No Vacancy at the Juniper Hotel,21st Amendment Bitter American,165,
No Vacancy at the Juniper Hotel,Hill Farmstead Everett Porter,174,
No Vacancy at the Juniper Hotel,Creamy Dark,229,
No Vacancy at the Juniper Hotel,New Glarus Brewing Serendipity,183,
No Vacancy at the Juniper Hotel,Stolichnaya Citrona,117,
No Vacancy at the Juniper Hotel,Great Divide Yeti,248,
No Vacancy at the Juniper Hotel,Russian River Pliny the Elder,188,
No Vacancy at the Juniper Hotel,Brewery Ommegang Three Philosophers,106,
Occidental,Lagunitas IPA,222,
Occidental,Craftsman Cabernale,243,
Occidental,Toppling Goliath PseudoSue,163,
Occidental,Upslope Brown Ale,151,
Occidental,Wicked Weed Serenity,183,
Occidental,New Holland Dragon’s Milk,144,
Occidental,Firestone Walker Velvet Merkin,179,
Occidental,Tröegs Nugget Nectar,187,
Old Ebbitt Grill,Budweiser,146,
Old Ebbitt Grill,Green Flash Palate Wrecker,226,
Old Ebbitt Grill,Westbrook Mexican Cake,218,
Old Ebbitt Grill,Stone IPA,188,
Old Ebbitt Grill,The Bruery Sans Pagaie,105,
Old Ebbitt Grill,Zima Citrus,199,
Old Ebbitt Grill,The Bruery Saison Rue,182,
Old Ebbitt Grill,The Alchemist Focal Banger,134,
PX,Michelob Golden Draft Light,178,
PX,Zima,238,
PX,Schlafly Pumpkin Ale,145,
PX,Firestone Walker Wookey Jack,153,
PX,Bell’s Hop Slam,175,
PX,NoDa Hop Drop n Roll,176,
PX,Bell’s Two Hearted,175,
PX,Lagunitas IPA,204,
PX,Samuel Adams Utopias,143,
PX,Lagunitas Brown Shugga,233,
PX,Extra Gold,197,
PX,ICEHOUSE,232,
PX,Firestone Walker Union Jack IPA,157,
Polite Provisions,The Alchemist Focal Banger,180,
Polite Provisions,Stolichnaya Citrona,146,
Polite Provisions,DC Brau On the Wings Of Armageddon,117,
Polite Provisions,Toppling Goliath PseudoSue,183,
Polite Provisions,Zima Citrus,119,
Polite Provisions,Craftsman Cabernale,183,
Polite Provisions,Sierra Nevada Pale Ale,126,
Polite Provisions,Stone Enjoy By… IPA,237,
Polite Provisions,Victory Prima Pils,146,
Polite Provisions,Dogfish Head 90 Minute IPA,168,
Polite Provisions,Lagunitas Brown Shugga,215,
Polite Provisions,Dale's Pale Ale,187,
Polite Provisions,Gigantic IPA,152,
Polite Provisions,Firestone Walker Wookey Jack,231,
Polite Provisions,Revolution Anti-Hero IPA,236,
Prairie School,Troegs Mad Elf,240,
Prairie School,Michelob Amber Bock,238,
Prairie School,Odell 90 Shilling Ale,125,
Prairie School,Breckenridge Vanilla Porter,167,
Prairie School,Stolichnaya Citrona,186,
Prairie School,Deschutes Black Butte Porter,225,
Prairie School,Dark Horse Plead the 5th,153,
Prairie School,Funky Buddha Maple Bacon Coffee Porter,218,
Prairie School,New Belgium Lips of Faith La Folie,173,
Prairie School,Avery Mephistopheles Stout,132,
Prairie School,Tröegs Nugget Nectar,133,
Prairie School,Westbrook Gose,216,
Prizefighter,Wicked Weed Serenity,153,
Prizefighter,Odell 90 Shilling Ale,242,
Prizefighter,Ballast Point Sculpin,157,
Prizefighter,Cascade Brewing Apricot Ale,170,
Prizefighter,Lagunitas IPA,132,
Prizefighter,Widmer Brothers Hefeweizen,124,
Prizefighter,Hair of the Dog Adam,184,
Prizefighter,Dale's Pale Ale,187,
Prizefighter,Jester King Boxer’s Revenge,178,
Prizefighter,Stolichnaya Citrona,247,
Prizefighter,AleSmith Horny Devil,193,
Proof,Ten Fidy,111,
Proof,Three Floyds Zombie Dust,174,
Proof,Creamy Dark,231,
Proof,Westbrook Mexican Cake,170,
Proof,Rogue Shakespeare Oatmeal Stout,143,
Proof,DC Brau On the Wings Of Armageddon,154,
Proof,Michelob Golden Draft,189,
Proof,New Holland Dragon’s Milk,227,
Proof,Zima,248,
Proof,Dale's Pale Ale,100,
Proof,Alpine Great,182,
Proof,Bell’s Two Hearted,115,
Proof,Gigantic IPA,163,
Proof,Founders KBS (Kentucky Breakfast Stout),100,
ROKC,Wild Heaven Eschaton,117,
ROKC,Deschutes Black Butte Porter,230,
ROKC,New Glarus Brewing Serendipity,123,
ROKC,Goose Island Bourbon County Stout,160,
ROKC,Jolly Pumpkin La Roja,182,
ROKC,Toppling Goliath PseudoSue,102,
ROKC,Avery Mephistopheles Stout,119,
Range,Toppling Goliath PseudoSue,113,
Range,Budweiser,116,
Range,Goose Island Bourbon County Stout,243,
Range,DC Brau On the Wings Of Armageddon,244,
Range,Hefeweizen,150,
Range,Rogue Shakespeare Oatmeal Stout,151,
Range,Half Acre Daisy Cutter,178,
Range,Kern River Brewing Citra DIPA,161,
Range,Schlafly Pumpkin Ale,175,
Range,Stone Enjoy By… IPA,204,
Range,Zima,241,
Range,Dark Horse Plead the 5th,122,
Range,Sam Adams Boston Lager,107,
Range,Foothills Brewing Sexual Chocolate,128,
Raven & Rose,Upslope Brown Ale,214,
Raven & Rose,Firestone Walker Velvet Merkin,244,
Raven & Rose,New Glarus Brewing Serendipity,245,
Raven & Rose,Pipeworks Citra,168,
Raven & Rose,Michelob Golden Draft,114,
Raven & Rose,New Belgium Lips of Faith La Folie,243,
Raven & Rose,Hill Farmstead Everett Porter,105,
Raven & Rose,Jai Alai IPA,182,
Raven & Rose,The Alchemist Focal Banger,114,
Raven & Rose,Dogfish Head 90 Minute IPA,135,
Raven & Rose,Dark Horse Plead the 5th,122,
Raven & Rose,Michelob ULTRA,150,
Raven & Rose,Founders Red’s Rye,190,
Raven & Rose,Widmer Brothers Hefeweizen,160,
Red Key Tavern,Foothills Brewing Sexual Chocolate,134,
Red Key Tavern,Lost Abbey Duck Duck Gooze,210,
Red Key Tavern,New Glarus Brewing Serendipity,240,
Red Key Tavern,Widmer Brothers Hefeweizen,241,
Red Key Tavern,Founders Red’s Rye,123,
Red Key Tavern,Allagash Curieux,148,
Red Key Tavern,Craftsman Cabernale,195,
Red Key Tavern,Stone Enjoy By… IPA,227,
Red Key Tavern,Cigar City Hanaphu Imperial Stout,180,
Red Key Tavern,The Bruery Sans Pagaie,175,
Room 11,Craftsman Cabernale,123,
Room 11,Michelob Amber Bock,118,
Room 11,The Bruery Sans Pagaie,112,
Room 11,Rogue Shakespeare Oatmeal Stout,207,
Room 11,Michelob Golden Draft,194,
Room 11,Upslope Brown Ale,227,
Room 11,Michelob Golden Draft Light,242,
Room 11,Green Flash Hop Head Red,237,
Room 11,DC Brau On the Wings Of Armageddon,246,
Room 11,Widmer Brothers Hefeweizen,104,
Room 11,Toppling Goliath PseudoSue,173,
Room 11,Sierra Nevada Bigfoot Barleywine-Style Ale,198,
Room 11,Lagunitas IPA,231,
Salty Dawg Saloon,Jester King Boxer’s Revenge,222,
Salty Dawg Saloon,Capital Autumnal Fire Doppelbock,246,
Salty Dawg Saloon,Tröegs Nugget Nectar,227,
Salty Dawg Saloon,Southpaw Light,217,
Salty Dawg Saloon,DC Brau On the Wings Of Armageddon,223,
Salty Dawg Saloon,Original Premium Lager Dog,129,
Salty Dawg Saloon,Avery Uncle Jacob’s Stout,138,
Salty Dawg Saloon,Jolly Pumpkin La Roja,168,
Salty Dawg Saloon,Founders Breakfast Stout,189,
Salty Dawg Saloon,Alpine Duet IPA,238,
Salty Dawg Saloon,New Belgium Fat Tire,119,
Salty Dawg Saloon,Green Flash Hop Head Red,166,
Sassafras Saloon,Funky Buddha Maple Bacon Coffee Porter,152,
Sassafras Saloon,Southpaw Light,123,
Sassafras Saloon,Deschutes Black Butte Porter,138,
Sassafras Saloon,Original Premium Lager,133,
Sassafras Saloon,Jai Alai IPA,218,
Sassafras Saloon,Anchor Steam Beer,184,
Sassafras Saloon,Original Premium,151,
Sassafras Saloon,Half Acre Daisy Cutter,185,
Sassafras Saloon,North Coast Old Rasputin,114,
Sazerac Bar,Victory Prima Pils,165,
Sazerac Bar,Three Floyds Zombie Dust,108,
Sazerac Bar,Blue Moon,221,
Sazerac Bar,Capital Autumnal Fire Doppelbock,249,
Sazerac Bar,Lagunitas IPA,242,
Sazerac Bar,Samuel Adams Utopias,123,
Sazerac Bar,Original Premium,216,
Sazerac Bar,Original Premium Lager,166,
Sazerac Bar,Hair of the Dog Adam,156,
Sazerac Bar,Odell 90 Shilling Ale,126,
Sazerac Bar,Allagash Curieux,132,
Seamstress,Stone Enjoy By… IPA,198,
Seamstress,Three Floyds Zombie Dust,147,
Seamstress,Allagash Curieux,100,
Seamstress,Hefeweizen Doppelbock,227,
Seamstress,Samuel Adams Utopias,124,
Seamstress,Creamy Dark,238,
Seamstress,Jolly Pumpkin La Roja,114,
Seamstress,The Bruery Saison Rue,128,
Seamstress,Dark Horse Plead the 5th,239,
Seamstress,Jester King Boxer’s Revenge,118,
Seamstress,Gigantic IPA,133,
Seamstress,Victory Prima Pils,109,
Seamstress,Schlafly Pumpkin Ale,140,
Seamstress,Hair of the Dog Adam,245,
Seven Bamboo,Sierra Nevada Bigfoot Barleywine-Style Ale,115,
Seven Bamboo,Great Divide Yeti,169,
Seven Bamboo,Michelob Amber Bock,123,
Seven Bamboo,Pipeworks Citra,121,
Seven Bamboo,Avery Rumpkin,124,
Seven Bamboo,Toppling Goliath PseudoSue,243,
Seven Bamboo,Alpine Great,109,
Seven Bamboo,Stone Enjoy By… IPA,224,
Seven Bamboo,Lagunitas Brown Shugga,233,
Seven Bamboo,Jester King Boxer’s Revenge,105,
Slowly Shirley,Boulevard Tank 7,140,
Slowly Shirley,Jester King Boxer’s Revenge,200,
Slowly Shirley,Founders Red’s Rye,114,
Slowly Shirley,Alpine Great,240,
Slowly Shirley,Smuttynose Finest Kind IPA,239,
Slowly Shirley,Fullsteam Carver,206,
Slowly Shirley,Dark Horse Plead the 5th,186,
Slowly Shirley,Stone IPA,110,
Slowly Shirley,Original Premium Lager,220,
Slowly Shirley,ICEHOUSE,205,
Slowly Shirley,Sauza Diablo,199,
Slowly Shirley,Surly Brewing Darkness,209,
Slowly Shirley,Wicked Weed Serenity,204,
Slowly Shirley,Craftsman Cabernale,221,
Slowly Shirley,Lagunitas Brown Shugga,178,
Social,Bud,219,
Social,Jai Alai IPA,106,
Social,Dogfish Head 90 Minute IPA,190,
Social,New Holland Dragon’s Milk,245,
Social,Bell’s Hop Slam,198,
Social,Left Hand Milk Stout Nitro,140,
Social,The Bruery Saison Rue,222,
Social,Extra Gold,206,
Social,ICEHOUSE,116,
Spilt Milk,Anchor Steam Beer,181,
Spilt Milk,Michelob Amber Bock,239,
Spilt Milk,New Holland Dragon’s Milk,181,
Spilt Milk,Michelob Golden Draft Light,113,
Spilt Milk,Hefeweizen Doppelbock,154,
Spilt Milk,NoDa Hop Drop n Roll,229,
Spilt Milk,Kern River Brewing Citra DIPA,161,
Spilt Milk,Allagash Curieux,236,
Spilt Milk,Blue Moon,109,
Spilt Milk,Left Hand Milk Stout Nitro,120,
Spilt Milk,21st Amendment Bitter American,131,
Spilt Milk,Three Floyds Dark Lord,223,
Spilt Milk,Budweiser,100,
Spilt Milk,Funky Buddha Maple Bacon Coffee Porter,132,
Spirit,Russian River Supplication,229,
Spirit,Green Flash Hop Head Red,150,
Spirit,Capital Autumnal Fire Doppelbock,119,
Spirit,Brooklyn Brewery Lager,113,
Spirit,Original Premium,210,
Spirit,Alpine Great,234,
Spirit,Dale's Pale Ale,129,
Spirit,Fullsteam Carver,212,
Spirit,Widmer Brothers Hefeweizen,184,
Spirit,Anchor Steam Beer,235,
Spirit,The Bruery Sans Pagaie,169,
Spirit,Sierra Nevada Bigfoot Barleywine-Style Ale,138,
Spirit,Breckenridge Vanilla Porter,216,
Square Grouper Tiki Bar,Hefeweizen,162,
Square Grouper Tiki Bar,Alpine Duet IPA,196,
Square Grouper Tiki Bar,Rogue Shakespeare Oatmeal Stout,158,
Square Grouper Tiki Bar,Extra Gold,180,
Square Grouper Tiki Bar,Wicked Weed Serenity,213,
Square Grouper Tiki Bar,Bud,177,
Square Grouper Tiki Bar,Funky Buddha Maple Bacon Coffee Porter,141,
Sweet Liberty,Hill Farmstead Abner,186,
Sweet Liberty,Highland Cold Mountain Winter Ale,171,
Sweet Liberty,Capital Autumnal Fire Doppelbock,226,
Sweet Liberty,New Belgium Lips of Faith La Folie,171,
Sweet Liberty,Widmer Brothers Hefeweizen,208,
Sweet Liberty,Odell 90 Shilling Ale,166,
Sweet Liberty,Blue Moon,173,
Taste by Niche,Firestone Walker Union Jack IPA,229,
Taste by Niche,The Alchemist Focal Banger,164,
Taste by Niche,Westbrook Gose,146,
Taste by Niche,AleSmith Horny Devil,167,
Taste by Niche,Great Divide Yeti,195,
Taste by Niche,Saint Arnold Fancy Lawnmower,129,
Taste by Niche,Stone IPA,222,
Taste by Niche,Firestone Walker Velvet Merkin,131,
Taste by Niche,Perennial Artisan Ales Abraxas Imperial Stout,180,
Taste by Niche,Allagash White,198,
Taste by Niche,Dale's Pale Ale,168,
Taste by Niche,Jai Alai IPA,218,
Taste by Niche,Kern River Brewing Citra DIPA,140,
Taste by Niche,Anchor Steam Beer,172,
The Alembic,The Alchemist Focal Banger,110,
The Alembic,Schlafly Pumpkin Ale,110,
The Alembic,The Bruery Saison Rue,110,
The Alembic,Goose Island Bourbon County Stout,213,
The Alembic,Sierra Nevada Bigfoot Barleywine-Style Ale,107,
The Alembic,Russian River Blind Pig IPA,168,
The Alembic,Perennial Artisan Ales Abraxas Imperial Stout,108,
The Alembic,Westbrook Gose,118,
The B-Hive,North Coast Old Rasputin,101,
The B-Hive,Cigar City Hanaphu Imperial Stout,121,
The B-Hive,Surly Brewing Darkness,132,
The B-Hive,The Bruery Sans Pagaie,242,
The B-Hive,Firestone Walker Parabola,147,
The B-Hive,Founders Breakfast Stout,202,
The B-Hive,Russian River Pliny the Elder,187,
The B-Hive,Original Premium Lager,120,
The B-Hive,Hefeweizen,146,
The B-Hive,Three Floyds Zombie Dust,129,
The B-Hive,Wicked Weed Serenity,129,
The Backbeat,The Alchemist Heady Topper,245,
The Backbeat,New Belgium Fat Tire,217,
The Backbeat,Alpine Great,109,
The Backbeat,Great Lakes Edmund Fitzgerald Porter,136,
The Backbeat,Westbrook Mexican Cake,104,
The Backbeat,Zima Citrus,146,
The Backbeat,Goose Island Bourbon County Stout,120,
The Backbeat,Half Acre Daisy Cutter,227,
The Backbeat,Revolution Anti-Hero IPA,186,
The Backbeat,Michelob Golden Draft Light,168,
The Backbeat,Russian River Pliny the Elder,219,
The Backbeat,Russian River Blind Pig IPA,123,
The Backbeat,Hair of the Dog Adam,249,
The Backbeat,AleSmith Horny Devil,186,
The Baldwin and Sons Trading Co.,Anchor Steam Beer,145,
The Baldwin and Sons Trading Co.,Stone IPA,173,
The Baldwin and Sons Trading Co.,Michelob Golden Draft Light,146,
The Baldwin and Sons Trading Co.,Wild Heaven Eschaton,125,
The Baldwin and Sons Trading Co.,Lagunitas IPA,170,
The Baldwin and Sons Trading Co.,New Holland Dragon’s Milk,222,
The Baldwin and Sons Trading Co.,Great Lakes Edmund Fitzgerald Porter,150,
The Baldwin and Sons Trading Co.,Founders Red’s Rye,139,
The Bar Room at the Beekman Hotel,Widmer Brothers Hefeweizen,184,
The Bar Room at the Beekman Hotel,Three Floyds Zombie Dust,110,
The Bar Room at the Beekman Hotel,Creamy Dark,221,
The Bar Room at the Beekman Hotel,Bud,108,
The Bar Room at the Beekman Hotel,Westbrook Mexican Cake,111,
The Bar Room at the Beekman Hotel,Killian's,226,
The Bar Room at the Beekman Hotel,Cascade Brewing Apricot Ale,144,
The Bella Union,Hill Farmstead Everett Porter,149,
The Bella Union,Foothills Brewing Sexual Chocolate,117,
The Bella Union,Three Floyds Zombie Dust,138,
The Bella Union,Dale's Pale Ale,201,
The Bella Union,Stone IPA,117,
The Bella Union,Surly Brewing Darkness,162,
The Bella Union,Perennial Artisan Ales Abraxas Imperial Stout,204,
The Bella Union,The Alchemist Heady Topper,185,
The Bella Union,Dogfish Head 90 Minute IPA,204,
The Bella Union,Great Lakes Edmund Fitzgerald Porter,247,
The Bella Union,The Bruery Sans Pagaie,180,
The Bella Union,Sauza Diablo,163,
The Blank Club,Russian River Blind Pig IPA,102,
The Blank Club,Bell’s Hop Slam,155,
The Blank Club,Deschutes Black Butte Porter,123,
The Blank Club,Killian's,193,
The Blank Club,Avery Uncle Jacob’s Stout,136,
The Blank Club,AleSmith Horny Devil,245,
The Blank Club,Blue Moon,217,
The Blank Club,Three Floyds Dark Lord,124,
The Blank Club,Hefeweizen,238,
The Capital Bar & Grill,Kern River Brewing Citra DIPA,191,
The Capital Bar & Grill,Surly Brewing Darkness,159,
The Capital Bar & Grill,Boulevard Tank 7,222,
The Capital Bar & Grill,Extra Gold,218,
The Capital Bar & Grill,AleSmith Horny Devil,103,
The Capital Bar & Grill,The Bruery Saison Rue,164,
The Capital Bar & Grill,Dale's Pale Ale,226,
The Capital Bar & Grill,Ten Fidy,242,
The Capital Bar & Grill,Bell’s Hop Slam,160,
The Carousel Bar & Lounge,Green Flash Hop Head Red,237,
The Carousel Bar & Lounge,Highland Cold Mountain Winter Ale,104,
The Carousel Bar & Lounge,Sam Adams Boston Lager,212,
The Carousel Bar & Lounge,Hefeweizen Doppelbock,224,
The Carousel Bar & Lounge,Revolution Anti-Hero IPA,207,
The Carousel Bar & Lounge,Avery Uncle Jacob’s Stout,149,
The Carousel Bar & Lounge,Dogfish Head 90 Minute IPA,103,
The Carousel Bar & Lounge,Michelob Golden Draft Light,236,
The Dead Rabbit,Surly Brewing Darkness,136,
The Dead Rabbit,Bell’s Hop Slam,230,
The Dead Rabbit,Original Premium Lager Dog,213,
The Dead Rabbit,Bell’s Two Hearted,170,
The Dead Rabbit,Upslope Brown Ale,174,
The Dead Rabbit,Lost Abbey Duck Duck Gooze,220,
The Dead Rabbit,21st Amendment Bitter American,149,
The Dubliner,Gigantic IPA,111,
The Dubliner,Stone IPA,122,
The Dubliner,Great Divide Yeti,139,
The Dubliner,Hefeweizen Doppelbock,244,
The Dubliner,Upslope Brown Ale,237,
The Dubliner,Foothills Brewing Sexual Chocolate,216,
The Dubliner,New Glarus Brewing Serendipity,151,
The Dubliner,Smuttynose Finest Kind IPA,163,
The Dubliner,Firestone Walker Parabola,132,
The Dubliner,Widmer Brothers Hefeweizen,212,
The Dubliner,Half Acre Daisy Cutter,209,
The Griswold Inn Tap Room,The Alchemist Focal Banger,126,
The Griswold Inn Tap Room,AleSmith Horny Devil,123,
The Griswold Inn Tap Room,Funky Buddha Maple Bacon Coffee Porter,207,
The Griswold Inn Tap Room,Cigar City Hanaphu Imperial Stout,210,
The Griswold Inn Tap Room,Great Lakes Edmund Fitzgerald Porter,153,
The Griswold Inn Tap Room,Widmer Brothers Hefeweizen,162,
The Griswold Inn Tap Room,Zima,155,
The Griswold Inn Tap Room,Allagash Curieux,174,
The Griswold Inn Tap Room,Revolution Anti-Hero IPA,241,
The Griswold Inn Tap Room,Deschutes Black Butte Porter,163,
The Griswold Inn Tap Room,Original Premium Lager Dog,242,
The Griswold Inn Tap Room,Clown Shoes Undead Party Crasher,188,
The Griswold Inn Tap Room,Firestone Walker Union Jack IPA,116,
The Griswold Inn Tap Room,Extra Gold,124,
The Griswold Inn Tap Room,Toppling Goliath PseudoSue,174,
The Hawthorne,Extra Gold,238,
The Hawthorne,Breckenridge Vanilla Porter,156,
The Hawthorne,Cascade Brewing Apricot Ale,128,
The Hawthorne,Saint Arnold Fancy Lawnmower,237,
The Hawthorne,NoDa Hop Drop n Roll,224,
The Hawthorne,Michelob Golden Draft,222,
The Hawthorne,Blue Moon,174,
The Hawthorne,Foothills Brewing Sexual Chocolate,162,
The Hawthorne,Half Acre Daisy Cutter,100,
The Hawthorne,Perennial Artisan Ales Abraxas Imperial Stout,124,
The Hawthorne,Russian River Blind Pig IPA,137,
The Hawthorne,Stone IPA,184,
The Hawthorne,Bud,145,
The Hawthorne,Smuttynose Finest Kind IPA,162,
The Hawthorne,Alpine Great,250,
The Kill Devil Club,Fullsteam Carver,168,
The Kill Devil Club,Funky Buddha Maple Bacon Coffee Porter,148,
The Kill Devil Club,Pipeworks Citra,250,
The Kill Devil Club,Terrapin Wake n Bake,228,
The Kill Devil Club,Tröegs Nugget Nectar,193,
The Kill Devil Club,DC Brau On the Wings Of Armageddon,158,
The Kill Devil Club,Haymarket Angry Birds Rye IPA,234,
The Kill Devil Club,Founders Red’s Rye,220,
The Kill Devil Club,Rogue Shakespeare Oatmeal Stout,148,
The Kill Devil Club,Craftsman Cabernale,156,
The Kill Devil Club,New Glarus Brewing Serendipity,181,
The Magdalenae Room,Hair of the Dog Adam,173,
The Magdalenae Room,Lagunitas IPA,125,
The Magdalenae Room,Cigar City Hanaphu Imperial Stout,175,
The Magdalenae Room,21st Amendment Bitter American,187,
The Magdalenae Room,DC Brau On the Wings Of Armageddon,104,
The Magdalenae Room,Green Flash Hop Head Red,157,
The Magdalenae Room,Upslope Brown Ale,111,
The Magdalenae Room,Hill Farmstead Abner,118,
The Magdalenae Room,Hefeweizen,204,
The Magdalenae Room,Pipeworks Citra,132,
The Magdalenae Room,Bud,239,
The Magdalenae Room,Funky Buddha Maple Bacon Coffee Porter,171,
The Office,Wicked Weed Serenity,204,
The Office,Michelob Golden Draft,171,
The Office,Stolichnaya Citrona,120,
The Office,Green Flash Palate Wrecker,164,
The Office,Highland Cold Mountain Winter Ale,235,
The Office,Pipeworks Citra,154,
The Office,Sierra Nevada Bigfoot Barleywine-Style Ale,125,
The Office,Revolution Anti-Hero IPA,101,
The Office,Hair of the Dog Adam,112,
The Office,Firestone Walker Parabola,220,
The Office,AleSmith Horny Devil,132,
The Office,Rogue Shakespeare Oatmeal Stout,156,
The Office,Upslope Brown Ale,141,
The Office,Budweiser,197,
The Old Seelbach Bar,Sierra Nevada Pale Ale,173,
