BarName,ItemName,Price,
Club No Minors,pineapple-mango sherbert punch,8.99,
Club No Minors,red pepper flakes,12.0,
Club No Minors,apple butter,29.0,
Club No Minors,swiss cheese,28.75,
Club No Minors,pinto beans,9.25,
Club No Minors,ramune,27.75,
Club No Minors,sage,26.0,
Club No Minors,bass,12.99,
Club No Minors,cranberries,28.25,
Club No Minors,green beans,19.25,
Club No Minors,buttermilk,17.5,
Club No Minors,date sugar,26.99,
Club No Minors,catfish,17.0,
Club No Minors,tomatoes,10.75,
Club No Minors,water,21.75,
Club No Minors,cherries,26.5,
Club No Minors,split peas,5.0,
Clyde Common,poultry seasoning,23.0,
Clyde Common,potato chips,18.99,
Clyde Common,shallots,11.75,
Clyde Common,ginger,6.99,
Clyde Common,spaghetti squash,22.75,
Clyde Common,bananas,18.75,
Clyde Common,gouda,10.99,
Coconut Willie's Cocktail Lounge,maraschino cherries,10.99,
Coconut Willie's Cocktail Lounge,blueberries,21.25,
Coconut Willie's Cocktail Lounge,lobsters,28.5,
Coconut Willie's Cocktail Lounge,hamburger,15.75,
Coconut Willie's Cocktail Lounge,rice paper,5.99,
Coconut Willie's Cocktail Lounge,turkeys,25.99,
Dante,artificial sweetener,4.99,
Dante,paprika,25.99,
Dante,Cappuccino Latte,25.99,
Dante,beets,21.25,
Dante,pepsi,19.0,
Dante,curry paste,5.5,
Dante,peanut butter,9.25,
Dante,lemonade,4.75,
Dante,strawberries,12.99,
Dante,split peas,5.0,
Dante,leeks,19.5,
Dante,plums,3.0,
Dante,corned beef,27.0,
Dante,red cabbage,29.0,
Dante,pine nuts,18.99,
Dante,dates,16.0,
Dante,crayfish,3.25,
Dante,cantaloupes,5.25,
Dante,bacon,3.75,
Dante,hoisin sauce,12.5,
Dante,half-and-half,22.75,
Dante,corn flour,13.5,
Dante,brandy,5.75,
Dante,snap peas,3.5,
Dante,bouillon,7.0,
Dante,pesto,18.75,
Dante,rice,24.99,
Dante,lobsters,28.5,
Dante,eggs,28.75,
Dante,clams,7.5,
Daquiri Time Out,olives,12.99,
Daquiri Time Out,gorgonzola,15.99,
Daquiri Time Out,Goji berry,7.99,
Daquiri Time Out,Canadian bacon,24.5,
Daquiri Time Out,gouda,10.99,
Daquiri Time Out,cream,2.5,
Daquiri Time Out,ricotta cheese,4.0,
Daquiri Time Out,sweet chili sauce,2.75,
Daquiri Time Out,sage,26.0,
Daquiri Time Out,andouille sausage,6.75,
Daquiri Time Out,orange milkshake,18.75,
Daquiri Time Out,snow peas,11.75,
Daquiri Time Out,radishes,24.25,
Daquiri Time Out,balsamic vinegar,16.99,
Daquiri Time Out,baking powder,6.25,
Daquiri Time Out,bean sprouts,5.99,
Death + Company,pinto beans,9.25,
Death + Company,blue cheese,12.99,
Death + Company,chaurice sausage,20.0,
Death + Company,coconut milk,15.5,
Death + Company,grapefruits,2.0,
Death + Company,passion fruit,15.99,
Death + Company,kumquats,9.75,
Death + Company,turnips,24.25,
Death + Company,pepsi,19.0,
Death + Company,catfish,17.0,
Death + Company,ketchup,4.5,
Death + Company,black beans,4.0,
Death + Company,papayas,16.5,
Diamond Reef,mushrooms,29.25,
Diamond Reef,broccoli raab,19.5,
Diamond Reef,asparagus,7.0,
Diamond Reef,lettuce,18.99,
Diamond Reef,succotash,16.99,
Diamond Reef,marshmallows,13.99,
Diamond Reef,cucumbers,22.25,
Diamond Reef,orange juice,9.75,
Diamond Reef,wasabi,17.0,
Diamond Reef,tomato sauce,26.5,
Diamond Reef,fennel seeds,18.5,
Diamond Reef,bass,12.99,
Diamond Reef,tomatoes,10.75,
Diamond Reef,acai juice,18.25,
Diamond Reef,sardines,7.0,
Diamond Reef,chili sauce,14.0,
Diamond Reef,cream,2.5,
Diamond Reef,earl gray's tea,27.75,
Diamond Reef,kidney beans,9.0,
Diamond Reef,onions,9.0,
Distil,bean sauce,25.25,
Distil,duck,23.0,
Distil,jelly beans,7.75,
Distil,fanta,21.99,
Distil,flax seed,22.25,
Distil,rum,21.5,
Distil,romaine lettuce,18.25,
Distil,powdered sugar,3.25,
Distil,tomatoes,10.75,
Distil,coconut milk,15.5,
Distil,English muffins,15.99,
Distil,condensed milk,25.99,
Distil,lima beans,8.99,
Distil,ice cream,14.99,
Donna,sweet potatoes,2.5,
Donna,bananas,18.75,
Donna,salsa,8.75,
Donna,green beans,19.25,
Donna,clams,7.5,
Donna,strawberry milkshake,11.0,
Donna,coca cola,16.5,
Donna,bean sprouts,5.99,
Donna,corned beef,27.0,
Donna,almond paste,21.25,
Donna,poultry seasoning,23.0,
Donna,aioli,13.5,
Donna,honey,6.25,
Donna,pesto,18.75,
Donna,almond milk,27.75,
Donna,maraschino cherries,10.99,
Donna,lemon Peel,8.5,
Donna,colby cheese,18.25,
Dram & Grain,red cabbage,29.0,
Dram & Grain,figs,11.0,
Dram & Grain,cherries,26.5,
Dram & Grain,skim milk,21.0,
Dram & Grain,catfish,17.0,
Dram & Grain,brown rice,19.75,
Dram & Grain,anchovy paste,16.5,
Dram & Grain,brussels sprouts,8.5,
Dram & Grain,hoisin sauce,12.5,
Dram & Grain,mozzarella,17.25,
Dram & Grain,tonic water,21.99,
Dram & Grain,lemonade,4.75,
Dram & Grain,salt,6.99,
Dram & Grain,veal,7.5,
Dram & Grain,sesame seeds,14.0,
Dram & Grain,margarine,8.25,
Dram & Grain,eel,17.0,
Dram & Grain,fennel,16.0,
Dutch Kills,cactus,13.99,
Dutch Kills,mushrooms,29.25,
Dutch Kills,strawberry milkshake,11.0,
Dutch Kills,swiss cheese,28.75,
Dutch Kills,tea,28.0,
Dutch Kills,/usr/local/bin/python3.6 "/Users/forrest/Documents/School/03-01/Prin Info/Project 2/Population/Combine4.py",3.5,
Dutch Kills,coffee,24.5,
Dutch Kills,brown rice,19.75,
Dutch Kills,adobo,24.0,
Employees Only,coriander,27.0,
Employees Only,marshmallows,13.99,
Employees Only,carrots,14.75,
Employees Only,beer,12.25,
Employees Only,flax seed,22.25,
Employees Only,arugula,26.25,
Employees Only,pickles,3.0,
Employees Only,croutons,15.0,
Employees Only,rice,24.99,
Employees Only,caviar,8.75,
Employees Only,zest,22.75,
Employees Only,broccoli raab,19.5,
Employees Only,jasmine tea,11.75,
Employees Only,turkeys,25.99,
Employees Only,lentils,24.99,
Employees Only,thyme,19.75,
Employees Only,mozzarella,17.25,
Employees Only,split peas,5.0,
Employees Only,almond milk,27.75,
Employees Only,apples,14.99,
Employees Only,bagels,6.99,
Employees Only,pears,16.0,
Employees Only,/usr/local/bin/python3.6 "/Users/forrest/Documents/School/03-01/Prin Info/Project 2/Population/Combine4.py",3.5,
Employees Only,papayas,16.5,
Employees Only,eggs,28.75,
Employees Only,sweet potatoes,2.5,
Employees Only,peaches,17.99,
Employees Only,tomato juice,12.99,
Employees Only,cookies,29.25,
Employees Only,colby cheese,18.25,
Employees Only,honeydew melons,5.5,
Employees Only,yogurt,11.25,
Employees Only,feta cheese,17.99,
Employees Only,earl gray's tea,27.75,
Employees Only,five-spice powder,17.25,
Eulipia,dr. pepper,12.75,
Eulipia,provolone,27.5,
Eulipia,ricotta cheese,4.0,
Eulipia,cauliflower,17.5,
Eulipia,marmalade,17.0,
Eulipia,rabbits,20.75,
Eulipia,lemons,6.25,
Eulipia,tortillas,18.5,
Eulipia,tomato juice,12.99,
Eulipia,ginger ale,23.75,
Eulipia,okra,5.5,
Eulipia,croutons,15.0,
Eulipia,baking soda,22.0,
Eulipia,peanut butter,9.25,
Eulipia,brussels sprouts,8.5,
Eulipia,guavas,17.99,
Eulipia,rice wine,14.25,
Eulipia,won ton skins,20.0,
Eulipia,ketchup,4.5,
Eulipia,couscous,5.5,
Eulipia,cayenne pepper,4.75,
Eulipia,chipotle peppers,8.25,
Eulipia,blueberries,21.25,
Eulipia,parsnips,5.99,
Eulipia,brandy,5.75,
Eulipia,avocados,28.0,
Eulipia,fennel seeds,18.5,
Eulipia,coconut oil,11.25,
Eulipia,alfredo sauce,7.25,
Eulipia,lemon Peel,8.5,
Eulipia,margarine,8.25,
Eulipia,turnips,24.25,
Eulipia,huckleberries,16.5,
Eulipia,cilantro,13.0,
Eulipia,green onions,23.25,
Eulipia,chicory,16.75,
Eulipia,pepsi,19.0,
Eulipia,tomato paste,28.99,
Eulipia,tuna,19.5,
Eulipia,raspberries,27.75,
Eulipia,habanero chilies,13.99,
Eulipia,fish sauce,12.99,
Everson Royce Bar,green tea,27.5,
Everson Royce Bar,chard,21.5,
Everson Royce Bar,tomato juice,12.99,
Everson Royce Bar,red cabbage,29.0,
Everson Royce Bar,vegemite,6.25,
Everson Royce Bar,squash,24.5,
Everson Royce Bar,almond milk,27.75,
Everson Royce Bar,andouille sausage,6.75,
Everson Royce Bar,chicory,16.75,
Everson Royce Bar,coca cola,16.5,
Everson Royce Bar,rice vinegar,18.25,
Everson Royce Bar,pistachios,28.75,
Everson Royce Bar,swiss cheese,28.75,
Everson Royce Bar,barbecue sauce,13.25,
Everson Royce Bar,summer squash,10.0,
Everson Royce Bar,okra,5.5,
Everson Royce Bar,trout,8.25,
Everson Royce Bar,veal,7.5,
Everson Royce Bar,snap peas,3.5,
Everson Royce Bar,pheasants,18.75,
Everson Royce Bar,borscht,20.99,
Everson Royce Bar,tomatoes,10.75,
French 75,buckwheat,2.75,
French 75,pork,25.75,
French 75,strawberry milkshake,11.0,
French 75,sardines,7.0,
French 75,alligator,22.0,
French 75,canola oil,11.0,
French 75,almond milk,27.75,
French 75,curry leaves,2.75,
French 75,rosemary,19.75,
French 75,cashew nut,28.5,
French 75,allspice,11.0,
French 75,black-eyed peas,23.25,
French 75,lima beans,8.99,
French 75,corn syrup,10.75,
French 75,veal,7.5,
French 75,tomatoes,10.75,
French 75,chipotle peppers,8.25,
French 75,salt,6.99,
French 75,apple pie spice,12.99,
French 75,corn flour,13.5,
French 75,cinnamon,24.0,
French 75,berries,14.0,
French 75,bagels,6.99,
French 75,pesto,18.75,
French 75,cranberries,28.25,
French 75,baguette,7.0,
French 75,marmalade,17.0,
French 75,apple butter,29.0,
French 75,blue cheese,12.99,
French 75,raw sugar,20.5,
French 75,mushrooms,29.25,
French 75,chives,29.75,
French 75,crabs,6.75,
French 75,spearmint,22.25,
French 75,rice paper,5.99,
French 75,celery,18.5,
French 75,grapefruits,2.0,
French 75,peas,13.0,
French 75,provolone,27.5,
French 75,sweet peppers,23.25,
French 75,portabella mushrooms,28.5,
French 75,tortillas,18.5,
French 75,bouillon,7.0,
French 75,coca cola,16.5,
Galaxie,Marsala,12.25,
Galaxie,navy beans,22.5,
Galaxie,oranges,29.0,
Galaxie,hamburger,15.75,
Galaxie,chicken liver,10.5,
Galaxie,olive oil,10.75,
Galaxie,cookies,29.25,
Galaxie,trout,8.25,
Galaxie,huckleberries,16.5,
Galaxie,dill,19.75,
Galaxie,thyme,19.75,
Galaxie,anchovies,20.0,
Galaxie,cremini mushrooms,29.5,
Galaxie,shitakes,18.75,
Galaxie,bacon grease,15.99,
Galaxie,Tabasco sauce,19.25,
Galaxie,coconut milk,15.5,
Galaxie,barbecue sauce,13.25,
Galaxie,angelica,25.99,
Galaxie,salsa,8.75,
Galaxie,prawns,21.25,
Galaxie,crabs,6.75,
Galaxie,summer squash,10.0,
Galaxie,broccoli,6.25,
Galaxie,custard,11.5,
Galaxie,figs,11.0,
Galaxie,panko bread crumbs,19.5,
Galaxie,red beans,18.75,
Galaxie,cornstarch,13.25,
Galaxie,tomato sauce,26.5,
Galaxie,white beans,17.25,
Galaxie,feta cheese,17.99,
Galaxie,basil,18.25,
Galaxie,almonds,17.75,
Galaxie,cider,21.5,
Gecko Grill,marmalade,17.0,
Gecko Grill,cider vinegar,16.75,
Gecko Grill,fanta,21.99,
Gecko Grill,cloves,9.99,
Gecko Grill,pecans,21.0,
Gecko Grill,date sugar,26.99,
Gecko Grill,peaches,17.99,
Gecko Grill,cocoa powder,21.25,
Gecko Grill,mascarpone,10.75,
Gecko Grill,wine vinegar,26.0,
Gecko Grill,eggplants,25.25,
Gecko Grill,asiago cheese,11.5,
Gecko Grill,creme fraiche,14.0,
Gecko Grill,sea cucumbers,21.99,
Gecko Grill,rabbits,20.75,
Gecko Grill,white beans,17.25,
Gecko Grill,zest,22.75,
Gecko Grill,chili sauce,14.0,
Gecko Grill,beer,12.25,
Gecko Grill,peanut butter,9.25,
Gecko Grill,cremini mushrooms,29.5,
Gecko Grill,carrots,14.75,
Gecko Grill,berries,14.0,
Gecko Grill,dr. pepper,12.75,
Gecko Grill,coconut water,29.5,
Gecko Grill,snow peas,11.75,
Gecko Grill,wasabi,17.0,
Gecko Grill,orange juice,9.75,
Gecko Grill,pepsi,19.0,
Gecko Grill,tomato paste,28.99,
Gecko Grill,plantains,29.0,
Gecko Grill,salsa,8.75,
Gecko Grill,swordfish,13.25,
Gecko Grill,summer squash,10.0,
Gecko Grill,white chocolate,12.75,
Gecko Grill,lima beans,8.99,
Gecko Grill,pork,25.75,
Gecko Grill,shitakes,18.75,
Gecko Grill,granola,27.99,
Gecko Grill,water,21.75,
Gecko Grill,beans,4.0,
Gecko Grill,crabs,6.75,
Gecko Grill,Kahlua,17.5,
Gecko Grill,monkfish,24.5,
Gecko Grill,ramune,27.75,
Gecko Grill,pink beans,3.0,
Gecko Grill,plums,3.0,
Gecko Grill,lamb,14.99,
Gecko Grill,horseradish,28.75,
George & Dragon,adobo,24.0,
George & Dragon,ale,17.75,
George & Dragon,garlic powder,11.5,
George & Dragon,maple syrup,11.75,
George & Dragon,aquavit,19.0,
George & Dragon,basil,18.25,
George & Dragon,plums,3.0,
George & Dragon,chard,21.5,
George & Dragon,chambord,12.25,
George & Dragon,salmon,14.5,
George & Dragon,apple pie spice,12.99,
George & Dragon,cloves,9.99,
George & Dragon,hot chocolate,18.5,
George & Dragon,parsley,11.75,
George & Dragon,chickpeas,20.25,
George & Dragon,pomegranates,22.5,
George & Dragon,chipotle peppers,8.25,
Giza Hookah Lounge,won ton skins,20.0,
Giza Hookah Lounge,ancho chile peppers,19.75,
Giza Hookah Lounge,cherries,26.5,
Giza Hookah Lounge,pico de gallo,29.99,
Giza Hookah Lounge,sausages,29.99,
Giza Hookah Lounge,white beans,17.25,
Giza Hookah Lounge,trout,8.25,
Giza Hookah Lounge,corned beef,27.0,
Giza Hookah Lounge,plum tomatoes,24.25,
Goodnight Gracie Jazz & Martini Bar,portabella mushrooms,28.5,
Goodnight Gracie Jazz & Martini Bar,truffles,7.0,
Goodnight Gracie Jazz & Martini Bar,brown rice,19.75,
Goodnight Gracie Jazz & Martini Bar,baguette,7.0,
Goodnight Gracie Jazz & Martini Bar,macaroni,15.75,
Goodnight Gracie Jazz & Martini Bar,pepper,16.0,
Goodnight Gracie Jazz & Martini Bar,kale,7.25,
Goodnight Gracie Jazz & Martini Bar,raisins,4.99,
Goodnight Gracie Jazz & Martini Bar,jasmine tea,11.75,
Goodnight Gracie Jazz & Martini Bar,coconuts,9.75,
Goodnight Gracie Jazz & Martini Bar,Parmesan cheese,10.5,
Goodnight Gracie Jazz & Martini Bar,tomato paste,28.99,
Goodnight Gracie Jazz & Martini Bar,brandy,5.75,
Goodnight Gracie Jazz & Martini Bar,Canadian bacon,24.5,
Goodnight Gracie Jazz & Martini Bar,chai,24.0,
Goodnight Gracie Jazz & Martini Bar,ricotta cheese,4.0,
Goodnight Gracie Jazz & Martini Bar,squid,5.5,
Goodnight Gracie Jazz & Martini Bar,honeydew melons,5.5,
Goodnight Gracie Jazz & Martini Bar,pomegranates,22.5,
Goodnight Gracie Jazz & Martini Bar,asparagus,7.0,
Half Step,bean sprouts,5.99,
Half Step,yogurt,11.25,
Half Step,cinnamon,24.0,
Half Step,melons,21.75,
Half Step,moo shu wrappers,2.99,
Half Step,bouillon,7.0,
Half Step,Havarti cheese,2.0,
Half Step,walnuts,6.25,
Half Step,cheddar cheese,14.99,
Half Step,cream of tartar,27.25,
Half Step,brown sugar,10.25,
Half Step,half-and-half,22.75,
Half Step,bok choy,18.0,
Half Step,coconut milk,15.5,
Half Step,zest,22.75,
Half Step,mustard seeds,17.99,
Half Step,rose water,26.75,
Half Step,shrimp,21.99,
Half Step,cauliflower,17.5,
Half Step,rabbits,20.75,
Half Step,beets,21.25,
Half Step,pumpkins,26.25,
Half Step,french fries,23.0,
Half Step,garlic,16.0,
Half Step,navy beans,22.5,
Half Step,chai,24.0,
Half Step,eggs,28.75,
Half Step,tuna,19.5,
Half Step,white beans,17.25,
Half Step,amaretto,6.5,
Half Step,barbecue sauce,13.25,
Half Step,crabs,6.75,
Half Step,cilantro,13.0,
Half Step,bananas,18.75,
Half Step,lettuce,18.99,
Half Step,artificial sweetener,4.99,
Half Step,haddock,28.0,
Half Step,thyme,19.75,
Half Step,mushrooms,29.25,
Half Step,baking soda,22.0,
Half Step,wine,17.99,
Half Step,orange peels,21.75,
Half Step,sausages,29.99,
Half Step,black olives,7.99,
Half Step,avocados,28.0,
Hedley Club,plums,3.0,
Hedley Club,butter,23.25,
Hedley Club,kiwi,16.75,
Hedley Club,pepper,16.0,
Hedley Club,maraschino cherries,10.99,
Hedley Club,barbecue sauce,13.25,
Hedley Club,snow peas,11.75,
Hedley Club,radishes,24.25,
Hedley Club,aioli,13.5,
Hedley Club,wine vinegar,26.0,
Hedley Club,feta cheese,17.99,
Hedley Club,okra,5.5,
Hedley Club,apple pie spice,12.99,
Hedley Club,won ton skins,20.0,
Hedley Club,buckwheat,2.75,
Hedley Club,skim milk,21.0,
Hedley Club,split peas,5.0,
Hedley Club,cookies,29.25,
Hedley Club,orange milkshake,18.75,
Hedley Club,blue cheese,12.99,
Hedley Club,rabbits,20.75,
Hedley Club,oranges,29.0,
Hedley Club,zinfandel wine,27.0,
Hedley Club,grapefruits,2.0,
Hedley Club,cantaloupes,5.25,
Hedley Club,half-and-half,22.75,
Hedley Club,brown rice,19.75,
Holeman & Finch Public House,sweet peppers,23.25,
Holeman & Finch Public House,rice vinegar,18.25,
Holeman & Finch Public House,bouillon,7.0,
Holeman & Finch Public House,mustard,9.75,
Holeman & Finch Public House,papayas,16.5,
Holeman & Finch Public House,melons,21.75,
Holeman & Finch Public House,mesclun greens,22.5,
Holeman & Finch Public House,salt,6.99,
Holeman & Finch Public House,apricots,2.75,
Holeman & Finch Public House,creme fraiche,14.0,
Holeman & Finch Public House,cookies,29.25,
Holeman & Finch Public House,raspberries,27.75,
Holeman & Finch Public House,blackberries,25.99,
Holeman & Finch Public House,ginger ale,23.75,
Holeman & Finch Public House,swordfish,13.25,
Holeman & Finch Public House,truffles,7.0,
Holeman & Finch Public House,avocados,28.0,
Holeman & Finch Public House,split peas,5.0,
Holeman & Finch Public House,wine,17.99,
Holeman & Finch Public House,chicory,16.75,
Holeman & Finch Public House,hot chocolate,18.5,
Holeman & Finch Public House,water chestnuts,27.99,
Holeman & Finch Public House,veal,7.5,
Holeman & Finch Public House,coca cola,16.5,
Holeman & Finch Public House,chocolate milkshake,9.99,
Holeman & Finch Public House,pumpkins,26.25,
Holeman & Finch Public House,lemon juice,10.5,
Holeman & Finch Public House,pico de gallo,29.99,
Holeman & Finch Public House,guavas,17.99,
Holeman & Finch Public House,wasabi,17.0,
Holeman & Finch Public House,herring,21.0,
Holeman & Finch Public House,pheasants,18.75,
Holeman & Finch Public House,custard,11.5,
Holeman & Finch Public House,graham crackers,8.99,
Holeman & Finch Public House,sugar,4.5,
Holeman & Finch Public House,Marsala,12.25,
Holeman & Finch Public House,peanuts,10.5,
Holeman & Finch Public House,cayenne pepper,4.75,
Holeman & Finch Public House,poultry seasoning,23.0,
Il Fornaio,bourbon,28.99,
Il Fornaio,brunoise,8.0,
Il Fornaio,cooking wine,16.25,
Il Fornaio,rum,21.5,
Il Fornaio,Goji berry,7.99,
Il Fornaio,onions,9.0,
Il Fornaio,gelatin,26.5,
Il Fornaio,plums,3.0,
Il Fornaio,avocados,28.0,
Il Fornaio,wasabi,17.0,
Il Fornaio,zest,22.75,
Il Fornaio,kombucha,2.25,
Il Fornaio,red cabbage,29.0,
Julep,chaurice sausage,20.0,
Julep,flounder,14.25,
Julep,canola oil,11.0,
Julep,hash browns,29.25,
Julep,milk,11.75,
Julep,watermelons,9.99,
Julep,cannellini beans,23.75,
Julep,oregano,5.5,
Julep,crayfish,3.25,
Julep,pasta,2.5,
Julep,chai,24.0,
Julep,pancetta,15.0,
Julep,sweet potatoes,2.5,
Julep,chutney,23.5,
Julep,brandy,5.75,
Julep,margarine,8.25,
Julep,date sugar,26.99,
Julep,rabbits,20.75,
Julep,oatmeal,3.99,
Julep,basil,18.25,
Julep,tomato juice,12.99,
Julep,mint,13.25,
Julep,pineapples,20.99,
Julep,tuna,19.5,
Julep,red snapper,25.25,
Julep,cauliflower,17.5,
Julep,Canadian bacon,24.5,
Julep,cherries,26.5,
Julep,lamb,14.99,
Julep,corn syrup,10.75,
Julep,soybeans,16.5,
Julep,red cabbage,29.0,
Julep,apple pie spice,12.99,
Julep,bruschetta,2.99,
Julep,bacon,3.75,
Julep,pinto beans,9.25,
Julep,hazelnuts,3.5,
Julep,won ton skins,20.0,
Julep,bard,5.75,
Julep,spinach,10.75,
Julep,sweet chili sauce,2.75,
Julep,tomato paste,28.99,
Julep,rhubarb,25.25,
Kask,coconut oil,11.25,
Kask,apple butter,29.0,
Kask,bard,5.75,
Kask,sausages,29.99,
Kask,bananas,18.75,
Kask,cremini mushrooms,29.5,
Kask,beer,12.25,
Kask,Havarti cheese,2.0,
Kask,beets,21.25,
Kask,mint milkshake,5.99,
Kask,provolone,27.5,
Kask,barley,14.5,
Kask,artichokes,21.0,
Kask,bagels,6.99,
Kask,English muffins,15.99,
Kask,cucumbers,22.25,
Kask,bean threads,2.75,
Kask,cactus,13.99,
Kask,pheasants,18.75,
Kask,hash browns,29.25,
Kask,coconut water,29.5,
Kask,chocolate milkshake,9.99,
Kask,scallops,11.25,
Kask,colby cheese,18.25,
Kask,sweet potatoes,2.5,
Kask,cottage cheese,23.5,
Kask,orange peels,21.75,
Kask,succotash,16.99,
Kask,turtle,10.5,
Kask,raspberries,27.75,
Kask,snapper,18.0,
Kask,swordfish,13.25,
Kask,carrots,14.75,
Kask,corn syrup,10.75,
Kask,chili powder,8.5,
Kask,broth,28.99,
Kask,mozzarella,17.25,
Kask,swiss cheese,28.75,
Kask,anchovies,20.0,
Kask,barbecue sauce,13.25,
Kask,black-eyed peas,23.25,
Kask,maraschino cherries,10.99,
Kask,powdered sugar,3.25,
Kask,cornstarch,13.25,
Kask,wild rice,13.99,
Kask,asparagus,7.0,
Kask,wine vinegar,26.0,
Kask,chicken,29.0,
Kask,pistachios,28.75,
King Cole Bar,honeydew melons,5.5,
King Cole Bar,almond extract,16.25,
King Cole Bar,apricots,2.75,
King Cole Bar,leeks,19.5,
King Cole Bar,bacon grease,15.99,
King Cole Bar,jasmine tea,11.75,
King Cole Bar,alligator,22.0,
King Cole Bar,chicken liver,10.5,
King Cole Bar,coconut oil,11.25,
King Cole Bar,bananas,18.75,
King Cole Bar,wine vinegar,26.0,
King Cole Bar,vanilla bean,6.0,
King Cole Bar,moo shu wrappers,2.99,
King Cole Bar,gouda,10.99,
King Cole Bar,pico de gallo,29.99,
King Cole Bar,lemonade,4.75,
King Cole Bar,kale,7.25,
King Cole Bar,marshmallows,13.99,
King Cole Bar,berries,14.0,
King Cole Bar,blueberries,21.25,
King Cole Bar,cornmeal,9.99,
King Cole Bar,salmon,14.5,
King Cole Bar,soybeans,16.5,
King Cole Bar,eggplants,25.25,
King Cole Bar,apple pie spice,12.99,
King Cole Bar,chambord,12.25,
King Cole Bar,kumquats,9.75,
King Cole Bar,blue cheese,12.99,
King Cole Bar,lamb,14.99,
King Cole Bar,Parmesan cheese,10.5,
King Cole Bar,ham,5.5,
King Cole Bar,adobo,24.0,
King Cole Bar,aquavit,19.0,
King Cole Bar,Irish cream liqueur,10.0,
King Cole Bar,caviar,8.75,
King Cole Bar,mesclun greens,22.5,
King Cole Bar,hash browns,29.25,
King Cole Bar,milk,11.75,
King Cole Bar,cannellini beans,23.75,
King Cole Bar,zest,22.75,
King Cole Bar,black olives,7.99,
King Cole Bar,tartar sauce,4.99,
King Cole Bar,peaches,17.99,
King Cole Bar,beans,4.0,
King Cole Bar,papayas,16.5,
King Cole Bar,cherries,26.5,
King Cole Bar,geese,2.5,
Kon Tiki Restaurant Lounge,turnips,24.25,
Kon Tiki Restaurant Lounge,corn flour,13.5,
Kon Tiki Restaurant Lounge,brussels sprouts,8.5,
Kon Tiki Restaurant Lounge,mint milkshake,5.99,
Kon Tiki Restaurant Lounge,chipotle peppers,8.25,
Kon Tiki Restaurant Lounge,pistachios,28.75,
Kon Tiki Restaurant Lounge,cooking wine,16.25,
Kon Tiki Restaurant Lounge,kidney beans,9.0,
Kon Tiki Restaurant Lounge,pears,16.0,
Leyenda,pea beans,20.99,
Leyenda,okra,5.5,
Leyenda,sparkling water,23.99,
Leyenda,prunes,15.99,
Leyenda,artichokes,21.0,
Leyenda,colby cheese,18.25,
Leyenda,allspice,11.0,
Leyenda,heavy cream,20.75,
Leyenda,cloves,9.99,
Leyenda,custard,11.5,
Leyenda,paprika,25.99,
Leyenda,corn flour,13.5,
Leyenda,tomato juice,12.99,
Leyenda,rice wine,14.25,
Leyenda,chaurice sausage,20.0,
Leyenda,jicama,9.75,
Leyenda,geese,2.5,
Leyenda,split peas,5.0,
Leyenda,pasta,2.5,
Leyenda,scallops,11.25,
Leyenda,onions,9.0,
Leyenda,ham,5.5,
Leyenda,cookies,29.25,
Leyenda,peanut butter,9.25,
Leyenda,bean sauce,25.25,
Leyenda,cayenne pepper,4.75,
Leyenda,beets,21.25,
Leyenda,applesauce,23.5,
Leyenda,salmon,14.5,
Leyenda,tofu,24.99,
Leyenda,strawberries,12.99,
Leyenda,squash,24.5,
Leyenda,parsley,11.75,
Leyenda,rice vinegar,18.25,
Leyenda,rabbits,20.75,
Leyenda,chestnuts,26.99,
Leyenda,thyme,19.75,
Leyenda,feta cheese,17.99,
Leyenda,zest,22.75,
Leyenda,date sugar,26.99,
Leyenda,sauerkraut,6.75,
Lost Lake,cornstarch,13.25,
Lost Lake,cookies,29.25,
Lost Lake,aquavit,19.0,
Lost Lake,Mandarin oranges,3.75,
Lost Lake,veal,7.5,
Lost Lake,almond butter,22.0,
Lost Lake,portabella mushrooms,28.5,
Lost Lake,/usr/local/bin/python3.6 "/Users/forrest/Documents/School/03-01/Prin Info/Project 2/Population/Combine4.py",3.5,
Lost Lake,bacon grease,15.99,
Lost Lake,maraschino cherries,10.99,
Lost Lake,acorn squash,16.25,
Lost Lake,granola,27.99,
Lost Lake,tomato paste,28.99,
Lost Lake,English muffins,15.99,
Lost Lake,gelatin,26.5,
Lost Lake,peanuts,10.5,
Lost Lake,remoulade,13.99,
Lost Lake,plum tomatoes,24.25,
Lost Lake,kidney beans,9.0,
Lost Lake,buttermilk,17.5,
Lost Lake,pheasants,18.75,
Lost Lake,baking soda,22.0,
Lost Lake,sage,26.0,
Lost Lake,lemon Peel,8.5,
Lost Lake,artificial sweetener,4.99,
Lost Lake,Irish cream liqueur,10.0,
Lost Lake,sour cream,4.25,
Lost Lake,milk,11.75,
Lost Lake,succotash,16.99,
Lost Lake,red beans,18.75,
Lost Lake,cooking wine,16.25,
Lost Lake,soymilk,27.0,
Lost Lake,red cabbage,29.0,
Lost Lake,swordfish,13.25,
Lost Lake,cumin,27.5,
Lost Lake,bean sauce,25.25,
Lost Lake,pasta,2.5,
Lost Lake,almond milk,27.75,
Lost Lake,butter,23.25,
Lost Lake,pink beans,3.0,
Lost Lake,pumpkin seeds,19.75,
Lost Lake,honeydew melons,5.5,
Mace ,prawns,21.25,
Mace ,pancetta,15.0,
Mace ,bean threads,2.75,
Mace ,cream cheese,22.75,
